gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
860;Centre de vaccination GHSIF MELUN - Site de Brie Comte Robert;;0.999999917986;77053_0490_00018;17;Rue Petit de Beauverger;77170;77053;Brie-Comte-Robert;48.694;2.60671;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18332;2021-05-31 20:00:02.779914;oui;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/brie-comte-robert/centre-de-vaccination-de-la-brie?speciality_id=5494&enable_cookies_consent=1;+33181742700;;;t;;f;f;"{""Séc. Civ. concourant""}"
1397;Centre de vaccination - Châteauneuf-sur-Loire - Espace Florian;;0.99999999200783;45082_0080_00011;11;Avenue Albert Viger;45110;45082;Châteauneuf-sur-Loire;47.8675;2.22114;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-05-31 20:00:03.14247;;fermé;fermé;fermé;ouvert;ouvert;fermé;fermé;t;;2021-02-08;https://partners.doctolib.fr/centre-de-sante/chateauneuf-sur-loire/centre-de-vaccination-chateauneuf-sur-loire?pid=practice-170415&enable_cookies_consent=1;08 05 02 14 00;;;;;;f;{}
2337;Centre éphémère annexe CH Verneuil ;;0.99999920467489;27679_0020_00006;1;Rond point de la Victoire;27130;27679;Verneuil d'Avre et d'Iton;48.7402;0.929701;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;18097;11533;2021-05-31 20:00:03.567287;;;;;;;;;t;2021-04-04;2021-04-03;https://partners.doctolib.fr/hopital-public/evreux/ch-eure-seine-centre-de-vaccination-covid-vacci-covid-27?pid=practice-180558&enable_cookies_consent=1;;;;;;;;{}
1416;CV éphémère - Mehun-sur-Yèvre;;0.99999999999772;18141_0391_00008;8;Place Jean Manceau;18500;18141;Mehun-sur-Yèvre;47.1454;2.21756;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-11 10:40:32.26323;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-15;;;;;;;t;f;{}
1421;CV éphémère - Saint-Florent-sur-Cher;;0.99999996321191;18207_0740_00002;2;Place de la République;18400;18207;Saint-Florent-sur-Cher;46.9933;2.2445;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-11 10:51:08.456094;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-02-15;;;;;;;t;f;{}
1422;Grand Bourgtheroulde - salle du PERREY;;0.99999968423893;27637_0060_00154;;Rue de la Mairie de Thuit Hebert;27520;27105;Grand Bourgtheroulde;49.3229;0.831782;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;JEAN NOUZILLE PL;14000;14118;CAEN;11533;11533;2021-02-11 11:52:16.597372;;;;;;;;;t;;;;+33279461156;;;;;f;;{}
360;CENTRE DE VACCINATION DE LOURDES - Espace Robert Hossein;;0.99999933741568;65286_0040_00029_c;19;Avenue Alexandre Marqui;65100;65286;Lourdes;43.1038;-0.0417883;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;11;18134;2021-05-31 20:00:02.450422;;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;09:00-12:00;fermé;t;;2021-01-09;https://partners.doctolib.fr/centre-de-sante/lourdes/centre-de-vaccination-covid-19-lourdes?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;f;;;;{}
942;Centre de vaccination - Centre Hospitalier de Valenciennes et CPTS du Valenciennois 2, Salle JEAN MINEUR;;0.99999985332795;59606_0875_00009;;Rue de la Cokerie;59300;59606;Valenciennes;50.3649;3.48791;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.831575;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;11:00-17:00;11:00-17:00;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/valenciennes/centre-vaccination?placeId=practice-162438?speciality_id=5494&enable_cookies_consent=1;+33327140829;;;;;;;"{""Séc. Civ. concourant""}"
1415;CV éphémère - Touchay-sur-Lignières;;0.99999996208083;18266_4kcpy8_00003;3;Place Maurice Utrillo;18160;18266;Touchay;46.7125;2.2107;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-05-31 20:00:03.149553;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-13;https://partners.doctolib.fr/centre-de-sante/touchay/centre-de-vaccination-covid-19-mairie-de-touchay?pid=practice-170619&enable_cookies_consent=1;;;;;;t;f;{}
1417;IFS ATRIUM;;0.99999982557948;14341_0567_00002;;Esplanade Francois Mitterrand;14123;14341;Ifs;49.1376;-0.34939;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;JEAN NOUZILLE PL;14000;14118;CAEN;11533;11533;2021-05-31 20:00:03.150302;;;;;;;;;t;;2021-03-01;https://partners.doctolib.fr/maison-de-sante/ifs/atrium-vaccination-covid-19?pid=practice-168106&enable_cookies_consent=1;+33279461156;;;;;f;;
1250;Centre de vaccination de Cernay;;0.9999999702554;68063_0298_00032;32;Rue Georges Risler;68700;68063;Cernay;47.8065;7.17404;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;13943;2021-05-31 20:00:03.060997;;non précisé;non précisé;non précisé;non précisé;non précisé;non précisé;non précisé;t;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/cernay/centre-de-vaccination-covid-19-ville-de-cernay?pid=practice-166316&enable_cookies_consent=1;+33970818161;;;;;;;{}
1254;CPTS des Collines (Allauch-Plan-de-Cuques) ;;0.999998659492;13002_1340_00325;;Chemin des Mille Ecus;13190;13002;Allauch;43.3352;5.46939;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-05-31 20:00:03.06424;;fermé;fermé;14h - 17h;14h - 17h;fermé;fermé;fermé;t;;2021-01-27;https://partners.doctolib.fr/hopital-public/allauch/centre-de-vaccination-covid-ch-allauch?pid=practice-165288&enable_cookies_consent=1;04 22 46 05 30 ;;;;;;;{}
2135;AEROVAC - Aéroport Martinique;;0.99992928397787;97213_1st93y_00004;1er étage;Enceinte de l'aéroport Aimé Césaire;97232;97213;Le Lamentin;14.5955;-61.0001;130007883;8412Z;AGENCE REGIONALE DE SANTE DE MARTINIQUE;;ZAC ETANG Z ABRICOT;97200;97209;FORT-DE-FRANCE;18070;18070;2021-03-30 18:00:01.736821;Oui;9h à 18h;9h à 18h;9h à 18h;9h à 18h;9h à 18h;9h à 18h;9h à 18h;t;;2021-03-15;https://vaccination-covid.keldoc.com/cabinet-medical/fort-de-france-97200/centre-de-vaccination-aerovac-aeroport-martinique;0596421658;;;t;f;f;f;{}
162;Centre de vaccination- CHU Amiens;;0.99999930848062;80021_8210_00001_a;;Place Victor Pauchet;80080;80021;Amiens;49.9073;2.29074;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;19563;2021-03-31 18:35:24.662761;;12:00-20:00;12:00-20:00;12:00-20:00;12:00-20:00;12:00-20:00;10:00-18:00;09:00-13:00;t;;2021-01-13;https://vaccination-covid.keldoc.com/cabinet-medical/amiens-80000/chu-amiens-picardie-site-nord?category=-1&cabinet=16656&specialty=496;+33392043471 ;;;;;;;{}
1428;Centre de vaccination La Prairie;2021-02-11-0011;0.99999996115434;30007_2500_00177;177;Chemin des Sports - Complexe sportif La Prairie Salle Multisport1;30100;30007;Alès;44.1189;4.08876;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;HENRI BECQUEREL AV;34000;34172;MONTPELLIER;18083;18083;2021-05-31 20:00:03.156138;oui;09:00-12:00 / 13:30-17:00;09:00-12:00 / 13:30-17:00;09:00-12:00 / 13:30-17:00;09:00-12:00 / 13:30-17:00;09:00-12:00 / 13:30-17:00;fermé;fermé;t;;2021-02-15;https://partners.doctolib.fr/centre-de-sante/ales/centre-de-vaccination-covid-19-ales?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;;;{}
994;Centre de vaccination du CH Sud Gironde - LANGON;;0.99999960110566;33227_1350_00005;;Avenue Elie Samson - Espace Nougaro;33210;33227;Langon;44.5558;-0.245072;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18269;2021-04-08 15:48:18.750352;;08:30-12:30/13:00-17:00;08:30-12:30/13:00-17:00;08:30-12:30/13:00-17:00;08:30-12:30/13:00-17:00;08:30-12:30/13:00-17:00;fermé;fermé;t;;2021-01-14;https://vaccination-covid.keldoc.com/centre-hospitalier/langon-33210/centre-hospitalier-sud-gironde?category=-1&cabinet=16578&specialty=496;+33556763450;;;t;;;;"{""Séc. Civ. concourant""}"
1001;Palais des Congrès;;0.99999902712454;04070_1373_00001;1;Place de la République/rue de la République;04000;04070;Digne-les-Bains;44.0996;6.22994;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-29 11:30:02.105171;;09h-13h/14h-17h30;09h-13h/14h-17h30;09h-13h/14h-17h30;09h-13h/14h-17h30;09h-13h/14h-17h30;fermé;fermé;t;;2021-01-19;https://vaccination-covid.keldoc.com/cabinet-medical/digne-les-bains-04000/centre-de-vaccination-palais-des-congres-de-digne-les-bains?category=-1&cabinet=16641&specialty=496;+33423101175;;Grand centre;;;;;"{""Grand centre"",""Séc. Civ. concourant""}"
993;Centre de vaccination : Maison Médicale de Corbie;;0.9999999876991;80212_0269_00036;36;Rue Jacques Pinsonneau;80800;80212;Corbie;49.9068;2.5066;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.870572;;13:00-15:00;09:00-11:00;14:00-17:00;09:00-12:00;09:00-13:00;8:30-11:30;fermé;t;;2021-01-15;https://partners.doctolib.fr/centre-de-sante/corbie/centre-de-vaccination-covid-ville-de-corbie?speciality_id=5494&enable_cookies_consent=1;+33392043471;;;;;;;"{""Séc. Civ. concourant""}"
2281;Centre de vaccination de La Balme-de-Sillingy  - HALLE DES SPORTS;;0.99997925189364;74026_0470_00108;31;sentier du Lac;74330;74026;La Balme-de-Sillingy;45.9643;6.03444;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8140;18075;2021-05-31 20:00:03.564211;Oui;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;Fermé;t;;2021-04-12;https://partners.doctolib.fr/centre-de-sante/la-balme-de-sillingy/centre-de-vaccination-covid-19-la-balme-de-sillingy-halle-de-sport?pid=practice-181077&enable_cookies_consent=1;+33787551808;;;t;;f;f;
2572;Centre de vaccination - Noisy-le-Sec - Gymnase Paul Langevin;;0.99999672365624;93053_6630_00019;11;avenue du 18 avril 1944;93130;93053;Noisy-le-Sec;48.8858;2.45941;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18279;18279;2021-05-31 20:00:03.731749;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;;https://partners.doctolib.fr/centre-de-sante/noisy-le-sec/centre-de-vaccination-de-noisy-le-sec?pid=practice-190431&enable_cookies_consent=1;;;;t;;f;f;
866;Ville de Nemours;;0.9999999991687;77333_0225_00002;135;route de Moret;77140;77333;Nemours;48.2663;2.71008;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18991;2021-05-31 20:00:02.785212;;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;9:00-13:00/14:00-18:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/nemours/centre-vaccination-covid-19-msp-pays-de-nemours?speciality_id=5494&enable_cookies_consent=1;+33164787071;;;t;;;;"{""Séc. Civ. concourant""}"
2254;Centres de vaccination GHIF Melun- site de Savigny le temple;;0.99999986713622;77445_1241_00004;3;Place du 19 Mars 1962;77176;77445;Savigny-le-Temple;48.5955;2.58289;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18332;18332;2021-03-30 18:00:01.731151;oui;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;t;;2021-04-01;https://vaccination-covid.keldoc.com/cabinet-medical/savigny-le-temple-77176/centre-de-vaccination-covid-ghsif-site-de-savigny-le-temple;;;;t;f;f;f;{}
1165;Centre de vaccination Montmoreau St Cybard/Chalais;;0.99999980862919;16230_r53k4g;;rue Henri Dunant;16190;16230;Montmoreau;45.3974;0.128916;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18115;51;2021-05-31 20:00:02.994741;;14:00-17:OO;09:00-12:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;14:00-17:00;09:00-12:00;fermé;t;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/montmoreau-saint-cybard/centre-de-vaccination-montmoreau?pid=practice-166024&enable_cookies_consent=1;+33952452416;;;t;;;;{}
2302;Opérations exceptionnelles;;0.99999992164799;70550_1010_00025;25;Rue de la Préfecture;70000;70550;Vesoul;47.6231;6.15144;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18201;82;2021-05-05 09:46:30.116318;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-31;;;;;;;t;;
1243;Centre de Vaccination - ERNEE - Espace Clair de Lune;;0.99999978849838;53096_0408_00002;;Rue des Mirettes;53500;53096;Ernée;48.299;-0.91987;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;362;2021-05-31 20:00:03.054832;;13h30-17h30;13h30-17h30;13h30-17h30;13h30-17h30;13h30-17h30;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/etablissement-de-prevention/mayenne/centres-de-vaccination-de-la-mayenne-mayenne?pid=practice-164906&enable_cookies_consent=1;+33243535300;;;t;;;;{}
1294;CHU de Guadeloupe - Centre réservé aux professionnels de santé;;0.99999321882223;97101_b097;;;97139;97101;Les Abymes;16.2366;-61.525;130008030;8412Z;AGENCE REGIONALE DE SANTE DE GUADELOUPE, SAINT-MARTIN ET SAINT-BARTHELEMY;;RUE DES ARCHIVES BISDARY;97113;97109;GOURBEYRE;13179;13179;2021-05-31 20:00:03.083626;;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;fermé;fermé;t;;2021-01-09;https://partners.doctolib.fr/hopital-public/les-abymes/vaccination-covid-centre-de-l-institut-pasteur-de-guadeloupe?pid=practice-166188&enable_cookies_consent=1;;;Réservé aux professionnels de santé (libéraux compris);t;;;;{}
18;Centre de vaccination - Centre des congrès de Vierzon;;0.99999860040399;18279_3073_00009;16;Rue de la Société Française;18100;18279;Vierzon;47.2246;2.06034;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-05-31 20:00:02.224955;;;10h-12h;10h-12h;10h-12h;10h-12h;fermé;fermé;t;;2021-01-19;https://partners.doctolib.fr/centre-de-sante/vierzon/centre-de-vaccination-de-vierzon?pid=practice-164576&enable_cookies_consent=1;08 05 02 14 00;;;f;;;;"{""Grand centre""}"
865;Ville de Montereau;;0.99999995414704;77305_0190_00012;;Place du Calvaire;77130;77305;Montereau-Fault-Yonne;48.386;2.95463;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18991;2021-05-31 20:00:02.784353;;14:00-17:00 ;14:00-17:00 ;14:00-17:00 ;14:00-17:00 ;14:00-17:00 ;ouvert;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/montereau-fault-yonne/centre-de-vaccination-covid-de-montereau-fault-yonne-reserve-personnes-plus-de-75ans?speciality_id=5494&enable_cookies_consent=1;+33182340025;;;t;;;;"{""Séc. Civ. concourant""}"
938;Essey - Pôle médical Pasteur/Kléber;;0.99999994102333;54184_0310_00008;7;Rue Parmentier;54270;54184;Essey-lès-Nancy;48.7015;6.21769;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;13532;2021-05-31 20:00:02.829122;;9:00-17:30;9:00-17:30;9:00-17:30;9:00-17:30;9:00-17:30;non précisé;non précisé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-vaccinations-internationales/nancy/nancy-chru-nancy-centre-de-vaccination-covid-meurthe-et-moselle-nancy?pid=practice-163443&enable_cookies_consent=1;+33383851300;;;;;;;{}
1248;Centre de vaccination - Dojo;;0.99998891486898;41211_0060_00080;371;Place du Général de Gaulle;41400;41211;Saint-Georges-sur-Cher;47.3221;1.12941;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18350;18192;2021-05-31 20:00:03.059187;;fermé;Ouvert;fermé;Ouvert;fermé;fermé;fermé;t;;2021-02-02;https://partners.doctolib.fr/centre-de-sante/saint-georges-sur-cher/centre-de-vaccination-covid-19-de-saint-georges-sur-cher?pid=practice-166204&enable_cookies_consent=1;+33633548603;;;;;;;{}
2303;Centre Vaccination La Roquebrussanne;;0.99999988790727;83108_b138_01017;1017;Carraire du Pical;83136;83108;La Roquebrussanne;43.3381;5.97857;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-30 19:05:52.899517;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-03-31;2021-03-30;;;;Ouverture ponctuelle week-end;;;t;;{}
204;Centre de vaccination du CH de Haguenau;;0.99999993545442;67180_2457_00064;64;Av du Professeur Rene Leriche;67500;67180;Haguenau;48.799;7.7795;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13532;22327;2021-05-31 20:00:02.378685;;08:30-12:00/13:30-17:00;08:30-12:00/13:30-17:00;08:30-12:00/13:30-17:00;08:30-12:00/13:30-17:00;08:30-12:00/13:30-17:00;fermé;fermé;t;;2021-01-12;https://partners.doctolib.fr/hopital-public/haguenau/ch-haguenau-vaccination-covid?speciality_id=5494&enable_cookies_consent=1;+33388063177;;;;;f;;
111;CH USSEL;;0.99999991046979;19275_lll18k_00001;2;Avenue du Docteur Roullet;19200;19275;Ussel;45.5446;2.31344;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18117;2021-05-31 20:00:02.332407;Oui;fermé;fermé;10: 00-16: 00;10: 00-16: 00;fermé;fermé;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-vaccinations-internationales/limousin/vaccination-covid-19-professionnels-de-sante?speciality_id=5494&pid=practice-162958&enable_cookies_consent=1;+33555087520;;Accessibilité aux professionnels de santé libéraux ainsi qu'à la population de + de 75 ans;t;;;;{}
1261;Ancienne école maternelle MARCIAC;;0.99999983305604;32233_0280_00015;;Chemin de Ronde;32230;32233;Marciac;43.5217;0.160804;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17568;3490;2021-04-13 15:26:13.380898;oui;fermé;fermé;09:00-12:00/14:00-17:00;fermé;fermé;fermé;fermé;t;;2021-02-03;https://partners.doctolib.fr/centre-de-sante/marciac/centre-de-vaccination-covid-19-marciac?pid=practice-166222&enable_cookies_consent=1;+33800541919;;Réservé aux plus de 75 ans;t;;t;;
2255;centre de vaccination GHSIF MELUN - site de Combs la Ville;;0.99999977682157;77122_0037_00006;6;Place de l’An 2000;77380;77122;Combs-la-Ville;48.6658;2.55789;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18332;18332;2021-04-16 12:00:01.59582;oui;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;t;;2021-04-12;https://vaccination-covid.keldoc.com/centre-hospitalier/melun-cedex-77011/groupe-hospitalier-sud-ile-de-france?preview=&cabinet=24574&specialty=496;;;;t;f;t;f;{}
2153;Grand Centre de vaccination - en attente (41);;0.99999999992433;41018_2825_00029;;;41000;41018;Blois;47.5742;1.33744;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18350;18350;2021-04-16 15:22:55.665796;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;"{""Grand centre""}"
879;Centre de vaccination intercommunal Velaux - Ventabren - La Fare les Olivierss - Eguilles - Coudoux;;0.99998457870423;13114_b132;;"Salle Ste Victoire, "" le plateau "" - Chemin du Cimetière";13122;13114;Ventabren;43.5352;5.29738;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-05-31 20:00:02.793114;;10h -14h ;10h -14h ;10h -14h ;10h -14h ;10h -14h ;fermé;fermé;t;;2021-01-21;https://partners.doctolib.fr/maison-de-sante/ventabren/centre-vaccination-covid-ventabren?speciality_id=5494&enable_cookies_consent=1;;;;;;;;{}
500;Centre de Vaccination - BLAIN - Salle des fêtes;SIRACEDPC-2021-35;0.99999997304886;44015_0540_00014_c;6b;Rue Pierre Morin;44130;44015;Blain;47.4736;-1.76531;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;362;10695;2021-05-31 20:00:02.550002;;9h-12h / 14h-17h;9h-12h / 14h-17h;9h-12h / 14h-17h;9h-12h / 14h-17h;9h-12h / 14h-17h;9h-12h;fermé;t;;2021-01-20;https://partners.doctolib.fr/centre-depistage-covid/blain/centre-de-vaccination-de-la-salle-des-fetes-de-blain?speciality_id=5494&enable_cookies_consent=1;+33806000344;;;t;;;;{}
1281;Centre hospitalier Pierre Lôo;;0.99999875196726;58059_1240_00051;51;Rue des Hôtelleries;58400;58059;La Charité-sur-Loire;47.1725;3.01758;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18173;18173;2021-05-31 20:00:03.078928;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;2021-01-01;https://partners.doctolib.fr/hopital-public/la-charite-sur-loire/centre-de-vaccination-covid-19-ch-pierre-loo?pid=practice-164183&enable_cookies_consent=1;;;;f;;;;{}
2315;Centre de vaccination de Bidache;;0.99999990896248;64123_0200_00054;1;Place du fronton ;64520;64123;Bidache;43.4839;-1.14052;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18111;18111;2021-05-31 20:00:03.584732;Oui;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00;fermé;t;;2021-04-05;https://partners.doctolib.fr/centre-de-vaccinations-internationales/bidache/centre-de-vaccination-covid-du-pays-de-bidache?pid=practice-181230&enable_cookies_consent=1;+33787053598;;;t;t;f;f;{}
54;CH RUFFEC;;0.9999999842242;16292_0840_00015;15;Rue de l'Hôpital;16700;16292;Ruffec;46.0288;0.195442;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18115;2021-05-31 20:00:02.254089;;13:00-16:00;13:00-16:00;13:00-16:00;13:00-16:00;13:00-16:00;fermé;fermé;t;;2021-01-12;https://partners.doctolib.fr/hopital-public/ruffec/centre-de-vaccination-covid-19-ch-de-ruffec?speciality_id=5494&enable_cookies_consent=1;+33545295008;;;t;;;;"{""Séc. Civ. concourant""}"
335;CH Castelnaudary - Jean Pierre Cassabel;;0.99999955262776;11076_1915_00058;19;Avenue Monseigneur de Langle;11400;11076;Castelnaudary;43.3152;1.96212;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;11;10;2021-05-31 20:00:02.437093;;8:30-12:00/13:30-17:00;8:30-12:00/13:30-17:00;8:30-12:00/13:30-17:00;8:30-12:00/13:30-17:00;8:30-12:00/13:30-17:00;fermé;fermé;;;2021-01-09;https://partners.doctolib.fr/hopital-public/castelnaudary/centre-de-vaccination-ch-de-castelnaudary?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;;;{}
2304;Centre Vaccination Sollies Pont;;0.99999999297773;83130_0280_00021;21;Rue Georges Cisson;83210;83130;Solliès-Pont;43.1912;6.04199;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-30 19:07:11.282305;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-02;2021-04-01;;;;Ouverture ponctuelle week-end;;;t;;{}
